,book,best,forced,bad,length,opening_Alekhine's defence,opening_Amar,opening_Anderssen,opening_Barnes,opening_Barnes defence,opening_Basman defence,opening_Benko gambit,opening_Benko's opening,opening_Benoni,opening_Bird,opening_Bishop's opening,opening_Blackburne shilling gambit,opening_Blackmar gambit,opening_Blackmar-Diemer Gambit,opening_Bogo-Indian Defence,opening_Budapest gambit,opening_Canard opening,opening_Caro-Kann,opening_Carr's defence,opening_Center game,opening_Clemenz,opening_Corn stalk defence,opening_Danish gambit,opening_Desprez,opening_Dresden opening,opening_Dunst,opening_Duras Gambit,opening_Durkin,opening_Dutch,opening_Dutch with c4 & Nc3,opening_English,opening_Evans gambit,opening_Evans gambit declined,opening_Four knights,opening_French,opening_Fried fox defence,opening_Gedult attack,opening_Giuoco Pianissimo,opening_Giuoco Piano,opening_Grob,opening_Gruenfeld,opening_Guatemala defence,opening_Hippopotamus,opening_Hungarian defence,opening_Inverted Hanham,opening_Inverted Hungarian,opening_Irish (Chicago) gambit,opening_King's Gambit Accepted,opening_King's Gambit Declined,opening_King's Indian,opening_King's Indian Defence,opening_King's gambit,opening_King's knight,opening_King's knight's gambit,opening_King's pawn game,opening_Konstantinopolsky opening,opening_Larsen,opening_Latvian,opening_Lemming defence,opening_Lengfellner system,opening_Levenfish/Trompowsky/Ruth,opening_Mieses,opening_Neo-Indian (Seirawan) attack,opening_Nimzo-Indian,opening_Nimzovich,opening_Old Benoni,opening_Old Indian,opening_Owen defence,opening_Paleface attack,opening_Petrov,opening_Petrov three knights game,opening_Philidor,opening_Pirc,opening_Polish,opening_Ponziani,opening_Ponziani counter-gambit,opening_Portuguese Opening,opening_QGA,opening_QGD Slav,opening_QGD semi-Slav,opening_Queen's Gambit,opening_Queen's Gambit Declined,opening_Queen's Indian Defence,opening_Queen's Pawn,opening_Queen's bishop game,opening_Queen's pawn game,"opening_Queen's pawn game, Chigorin variation","opening_Queen's pawn game, Krause variation",opening_Reti,opening_Richter-Veresov attack,opening_Robatsch,opening_Rousseau gambit,opening_Ruy Lopez,opening_Saragossa,opening_Scandinavian,opening_Scotch,opening_Scotch gambit,opening_Scotch game,opening_Sicilian,opening_St. George defence,opening_Three knights,opening_Torre attack (Tartakower variation),opening_Two knights defence,opening_Van't Kruijs,opening_Vienna,opening_Vienna gambit,opening_Ware,opening_Zukertort
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
